gene	DESCRIPTION	hasPeak(An_kdmB_20h_HA_1)	peakType(An_kdmB_20h_HA_1)	hasTesPeak(An_kdmB_20h_HA_1)	tesPeakType(An_kdmB_20h_HA_1)	hasPeak(An_kdmB_20h_HA_2)	peakType(An_kdmB_20h_HA_2)	hasTesPeak(An_kdmB_20h_HA_2)	tesPeakType(An_kdmB_20h_HA_2)	hasPeak(An_kdmB_48h_HA_1)	peakType(An_kdmB_48h_HA_1)	hasTesPeak(An_kdmB_48h_HA_1)	tesPeakType(An_kdmB_48h_HA_1)	hasPeak(An_kdmB_48h_HA_2)	peakType(An_kdmB_48h_HA_2)	hasTesPeak(An_kdmB_48h_HA_2)	tesPeakType(An_kdmB_48h_HA_2)
AN8111	Putative Zn(II)2Cys6 transcription factor; predicted role in secondary metabolite production; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN8112	Predicted ransmembrane transporter; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8113	Putative oxidoreductase with a predicted role in carbohydrate metabolism	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8114	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8115	Has domain(s) with predicted catalytic activity and role in nucleoside metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8116	Ortholog of A. fumigatus Af293 : Afu5g02770, A. niger CBS 513.88 : An02g09830, A. oryzae RIB40 : AO090102000396, Aspergillus wentii : Aspwe1_0029998 and Aspergillus sydowii : Aspsy1_0050460	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8117	Ortholog(s) have fatty acid elongase activity	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8118	Putative cytochrome c oxidase subunit with a predicted role in energy metabolism	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8119	Ortholog(s) have mannosylphosphate transferase activity, mannosyltransferase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8120	Gamma-tubulin complex protein 5	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8121	Putative 5'-phosphoribosylformyl glycinamidine synthetase with a predicted role in purine metabolism	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8122	Ortholog(s) have role in cellular response to drug, hexose transmembrane transport, pathogenesis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8123	Putative fructosyl amino acid oxidase, catalyzes oxidative deglycation of glycated amines (Amadori compounds); induction of expression by fructosyl amines depends in veA gene	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8124	Ortholog of A. oryzae RIB40 : AO090012001039, Aspergillus glaucus : Aspgl1_0152256, Aspergillus sydowii : Aspsy1_0211409 and Aspergillus terreus NIH2624 : ATET_09335	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8125	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11050	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11038	Has domain(s) with predicted carbohydrate binding, carbohydrate derivative binding, carbon-oxygen lyase activity and role in amino sugar catabolic process, carbohydrate derivative metabolic process, carbohydrate metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8127	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8128	Ortholog of A. fumigatus Af293 : Afu3g13590, Neosartorya fischeri NRRL 181 : NFIA_063770, Aspergillus fumigatus A1163 : AFUB_035600 and Aspergillus zonatus : Aspzo1_1970129	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8129	Gal4-type Zn(II)2Cys6 binuclear cluster DNA-binding protein; negative regulator of asexual development; mutant produces increased amounts of extracellular proteinase during carbon starvation	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN9506	Ortholog of A. fumigatus Af293 : Afu5g02790, A. niger CBS 513.88 : An02g09790, A. oryzae RIB40 : AO090102000476, Aspergillus wentii : Aspwe1_0052983 and Aspergillus sydowii : Aspsy1_0161734	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN12449	Has domain(s) with predicted NAD(P)+ transhydrogenase (AB-specific) activity, NAD(P)+ transhydrogenase activity, NADP binding activity and role in oxidation-reduction process, proton transmembrane transport	TRUE	pseudo_upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN8130	Putative NAD/NADP transhydrogenase beta subunit	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8131	Ortholog of A. niger CBS 513.88 : An05g01200, Aspergillus wentii : Aspwe1_0115369, Aspwe1_0186722 and Aspergillus versicolor : Aspve1_0036760, Aspve1_0089065, Aspve1_0150132	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12406	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8132	Has domain(s) with predicted metallopeptidase activity, zinc ion binding activity and role in proteolysis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8133	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8134	Has domain(s) with predicted transferase activity, transferring acyl groups other than amino-acyl groups activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8135	Ortholog of Aspergillus versicolor : Aspve1_0089071 and Aspergillus sydowii : Aspsy1_0109832	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8136	Ortholog of Aspergillus versicolor : Aspve1_0202914 and Aspergillus sydowii : Aspsy1_0072548	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8137	Has domain(s) with predicted alcohol O-acetyltransferase activity and role in alcohol metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8138	Alpha-galactosidase, involved in degradation of mannans; predicted role in galactose and galactitol metabolism; glycoside hydrolase family 36 (GH36); transcriptionally induced by growth on xylose	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN12440	Has domain(s) with predicted catalytic activity, phosphopantetheine binding, transferase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8139	Putative cytochrome P450	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8140	Has domain(s) with predicted FAD binding, oxidoreductase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8141	Putative cytochrome P450	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8142	Putative UbiA-like prenyltransferase; transcript repressed by nitrate	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8143	Has domain(s) with predicted role in isoprenoid biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA
AN8144	Ortholog of A. nidulans FGSC A4 : AN1651, A. fumigatus Af293 : Afu5g14600, Afu6g00460, Afu6g13950, A. niger CBS 513.88 : An11g02490, An01g11420 and A. oryzae RIB40 : AO090001000384, AO090011000740	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8145	Ortholog of S. cerevisiae : YML079W, Aspergillus versicolor : Aspve1_0040086, Aspergillus zonatus : Aspzo1_0075542 and Aspergillus sydowii : Aspsy1_0043162	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN8146	Protein of unknown function	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	TRUE	overlapEnd	TRUE	overlapStart	FALSE	NA
AN8147	Ortholog of A. nidulans FGSC A4 : AN1625, A. fumigatus Af293 : Afu3g01080, Afu3g12760, A. niger CBS 513.88 : An02g08740 and A. oryzae RIB40 : AO090012000846, AO090023000643	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8148	Protein of unknown function	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8149	Protein with alpha-fucosidase activity, involved in degradation of xyloglucans	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8150	Has domain(s) with predicted ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances, nucleoside-triphosphatase activity, nucleotide binding activity and role in transmembrane transport	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8151	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8152	Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding, oxidoreductase activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8153	Has domain(s) with predicted ATP binding, nucleoside-triphosphatase activity, nucleotide binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8154	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8155	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	TRUE	pseudo_upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN11590	Protein of unknown function	TRUE	overlapStart	TRUE	overlapEnd	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN12169	Ortholog of S. cerevisiae : AIM9, A. nidulans FGSC A4 : AN7282 and A. fumigatus Af293 : Afu1g00750, Afu3g15220, Afu5g14880, Afu6g11540, Afu8g05975	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12170	Ortholog of A. nidulans FGSC A4 : AN4143, A. fumigatus Af293 : Afu1g00760, Afu5g14890, Aspergillus wentii : Aspwe1_0177868, Aspwe1_0403846 and Aspergillus niger ATCC 1015 : 41666-mRNA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8157	Ortholog of A. fumigatus Af293 : Afu1g01390 and Aspergillus fumigatus A1163 : AFUB_079400	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8158	Ortholog of A. fumigatus Af293 : Afu1g01410, Aspergillus versicolor : Aspve1_0027523, Aspergillus fumigatus A1163 : AFUB_079380 and Aspergillus sydowii : Aspsy1_0828813	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8159	Predicted DDE1 transposon-related ORF	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8160	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8161	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8162	Ortholog of A. nidulans FGSC A4 : AN7214, A. fumigatus Af293 : Afu5g01210, A. niger CBS 513.88 : An16g00660 and A. oryzae RIB40 : AO090102000383, AO090120000014, AO090001000406, AO090103000238	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8163	Putative short-chain dehydrogenase/reductase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8164	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN8165	Ortholog of A. fumigatus Af293 : Afu5g02890, A. niger CBS 513.88 : An09g04870, A. oryzae RIB40 : AO090102000485 and Aspergillus wentii : Aspwe1_0042540, Aspwe1_0042989	TRUE	pseudo_upstream	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA
AN8166	Ortholog of A. niger CBS 513.88 : An09g04880, A. oryzae RIB40 : AO090102000486, Aspergillus wentii : Aspwe1_0042987, Aspergillus sydowii : Aspsy1_0161741 and Aspergillus terreus NIH2624 : ATET_09264	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN8167	Ortholog of A. fumigatus Af293 : Afu5g02950, A. niger CBS 513.88 : An09g05040, A. oryzae RIB40 : AO090102000494, Aspergillus wentii : Aspwe1_0030018 and Aspergillus sydowii : Aspsy1_0061808	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8168	Regulatory protein involved in nitrogen metabolite repression	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN8169	Putative asparaginase with a predicted role in asparagine metabolism	TRUE	overlapStart	TRUE	overlapEnd	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	TRUE	pseudo_overlapEnd
AN8170	Nap/SET family member; exits nuclei at the onset of mitosis; cytosolic role in vacuolar protein sorting; interacts directly with KapA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN12171	Ortholog(s) have SNAP receptor activity, role in endocytosis, vesicle fusion and SNARE complex, cell septum, endosome, trans-Golgi network localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12172	Ortholog of A. fumigatus Af293 : Afu5g02970, A. niger CBS 513.88 : An09g02540, A. oryzae RIB40 : AO090102000497, Aspergillus wentii : Aspwe1_0114955 and Aspergillus sydowii : Aspsy1_0161769	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8172	Has domain(s) with predicted catalytic activity, pyridoxal phosphate binding activity and role in biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8173	Ortholog(s) have actin monomer binding, protein kinase inhibitor activity, ribosome binding activity, role in negative regulation of protein phosphorylation and polysome, ribosome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8174	Ortholog of A. oryzae RIB40 : AO090102000187, AO090102000186, Aspergillus flavus NRRL 3357 : AFL2T_09624, Aspergillus kawachii : Aspka1_0182756 and Aspergillus versicolor : Aspve1_0089187	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN8175	Has domain(s) with predicted viral capsid localization	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8176	Has domain(s) with predicted structural constituent of ribosome activity, role in translation and ribosome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN11595	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8177	Putative glucose responsive transcription factor	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8178	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8179	Ortholog of A. fumigatus Af293 : Afu5g03040, A. oryzae RIB40 : AO090102000505, Aspergillus wentii : Aspwe1_0053028, Aspergillus sydowii : Aspsy1_0050623 and Aspergillus terreus NIH2624 : ATET_09281	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8180	Ortholog(s) have role in mRNA cis splicing, via spliceosome and Prp19 complex, post-mRNA release spliceosomal complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA
AN8181	Ortholog of A. fumigatus Af293 : Afu5g03060, A. niger CBS 513.88 : An09g05240, A. oryzae RIB40 : AO090102000509, Aspergillus wentii : Aspwe1_0053030 and Aspergillus sydowii : Aspsy1_0050627	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN12173	Ortholog of A. fumigatus Af293 : Afu5g03070, A. niger CBS 513.88 : An09g05250, A. oryzae RIB40 : AO090102000510, Aspergillus wentii : Aspwe1_0174393 and Aspergillus sydowii : Aspsy1_0050632	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8182	Septin, involved in development; prevents formation of inappropriate germ tubes and branches; required for formation of normal conidiophores	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8183	Putative ribosomal RNA processing complex subunit; ortholog of S. cerevisiae Pwp2p; expression reduced after exposure to farnesol	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8184	Putative cytochrome P450	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11053	Has domain(s) with predicted arylformamidase activity and role in tryptophan catabolic process to kynurenine	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11052	Ortholog(s) have 5'-3' exoribonuclease activity, magnesium ion binding activity and P-body, cytoplasmic stress granule localization	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN8186	Predicted mariner transposon-related ORF	TRUE	upstream	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8187	Ortholog(s) have sequence-specific DNA binding activity and role in CENP-A containing chromatin organization, kinetochore assembly, mitotic sister chromatid segregation	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA
AN8188	Putative GTP cyclohydrolase I with a predicted role in folate biosynthesis	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8189	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8190	Predicted protein serine/threonine kinase; mutants have a strong growth defect and are sensitive to NaCl	TRUE	overlapStart	FALSE	NA	TRUE	insideOverlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN8191	Has domain(s) with predicted translation initiation factor activity, role in translational initiation and cytoplasm localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8192	SUMO-specific isopeptidase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8193	Ortholog of A. niger CBS 513.88 : An09g05410, Aspergillus wentii : Aspwe1_0043013, Aspergillus sydowii : Aspsy1_0211762 and Aspergillus terreus NIH2624 : ATET_08095	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9460	Ortholog(s) have peptidase activity, role in protein targeting to ER, signal peptide processing and signal peptidase complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12426	Has domain(s) with predicted integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN9461	Ortholog(s) have pyruvate dehydrogenase (acetyl-transferring) kinase activity, role in carbon utilization, negative regulation of pyruvate dehydrogenase activity, peptidyl-serine phosphorylation and mitochondrion localization	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN12427	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8194	Has domain(s) with predicted role in transport and integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8195	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8196	Ortholog of A. fumigatus Af293 : Afu5g03280/rodF, A. niger CBS 513.88 : An09g05530/hypG, Neosartorya fischeri NRRL 181 : NFIA_038830 and Aspergillus wentii : Aspwe1_0600363	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8197	Ortholog of A. fumigatus Af293 : Afu5g03290, A. niger CBS 513.88 : An09g05540, A. oryzae RIB40 : AO090102000532, Aspergillus wentii : Aspwe1_0115831 and Aspergillus sydowii : Aspsy1_0211779	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8198	Ortholog of A. fumigatus Af293 : Afu3g11490, A. niger CBS 513.88 : An01g03200, An02g00240, A. oryzae RIB40 : AO090011000240 and Aspergillus wentii : Aspwe1_0060276, Aspwe1_0062284, Aspwe1_0152042	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8199	Ortholog(s) have role in fumiquinazoline A biosynthetic process, fumiquinazoline C biosynthetic process, secondary metabolite biosynthetic process and cytoplasm localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11597	Ortholog of A. fumigatus Af293 : Afu5g03300, A. niger CBS 513.88 : An09g05625, Neosartorya fischeri NRRL 181 : NFIA_038810, Aspergillus wentii : Aspwe1_0114897 and Aspergillus versicolor : Aspve1_0203178	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8200	Ortholog of A. fumigatus Af293 : Afu5g03310, A. niger CBS 513.88 : An09g05630, A. oryzae RIB40 : AO090102000535, Aspergillus wentii : Aspwe1_0030105 and Aspergillus sydowii : Aspsy1_0136711	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8201	Putative DNA helicase; transcript upregulated in response to camptothecin	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8202	Ortholog of A. fumigatus Af293 : Afu5g03340, A. niger CBS 513.88 : An09g05655, A. oryzae RIB40 : AO090102000539, Aspergillus wentii : Aspwe1_0115517 and Aspergillus sydowii : Aspsy1_0161584	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8203	Ortholog(s) have NAD+ synthase (glutamine-hydrolyzing) activity, glutaminase activity, role in NAD biosynthetic process and cytoplasm, nucleus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
